player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Evgeny Kuznetsov,WSH,0,0,1,0,2,3,0,40.0,20232024
Hendrix Lapierre,WSH,0,0,0,0,0,2,0,0.0,20232024
Mark Scheifele,WPG,0,1,0,0,6,10,0,37.5,20232024
Vladislav Namestnikov,WPG,0,0,0,1,3,3,0,50.0,20232024
Bo Groulx,ANA,1,0,0,0,3,2,0,60.0,20232024
Steven Stamkos,TBL,0,0,3,1,19,11,0,63.33333333333333,20232024
Brayden Point,TBL,0,0,3,0,4,7,0,36.36363636363637,20232024
Anthony Cirelli,TBL,0,0,0,0,5,7,0,41.66666666666667,20232024
Nick Paul,TBL,0,0,1,2,13,9,1,59.09090909090909,20232024
Michael Bunting,CAR,1,2,8,0,0,2,3,0.0,20232024
Jesperi Kotkaniemi,CAR,0,0,6,1,25,27,1,48.07692307692308,20232024
Brayden Schenn,STL,0,0,0,1,5,2,1,71.42857142857143,20232024
Robert Thomas,STL,0,0,4,0,15,13,0,53.57142857142857,20232024
Erik Karlsson,PIT,1,1,3,0,0,0,3,,20232024
Kris Letang,PIT,0,0,2,1,0,0,0,,20232024
Bryan Rust,PIT,0,0,2,1,0,0,0,,20232024
Rickard Rakell,PIT,1,0,0,2,0,1,0,0.0,20232024
Jake Guentzel,PIT,2,0,2,0,0,0,0,,20232024
Evgeni Malkin,PIT,1,2,3,0,0,1,1,0.0,20232024
Andrew Copp,DET,0,0,1,0,3,0,0,100.0,20232024
Mikko Rantanen,COL,0,0,3,1,17,8,0,68.0,20232024
Jonathan Drouin,COL,0,0,1,0,0,1,2,0.0,20232024
Charlie McAvoy,BOS,7,2,11,2,0,0,2,,20232024
Nathan MacKinnon,COL,0,0,4,1,5,4,0,55.55555555555556,20232024
Valeri Nichushkin,COL,1,0,1,1,0,0,0,,20232024
Alexander Wennberg,SEA,0,0,1,0,0,5,0,0.0,20232024
Justin Schultz,SEA,1,0,1,0,0,0,0,,20232024
Tommy Novak,NSH,0,1,1,1,7,2,0,77.77777777777779,20232024
Ryan O'Reilly,NSH,1,2,1,1,24,23,0,51.06382978723404,20232024
Colton Sissons,NSH,1,0,0,1,5,5,0,50.0,20232024
Filip Forsberg,NSH,1,1,3,3,0,0,0,,20232024
Michael McCarron,NSH,0,0,0,0,3,1,0,75.0,20232024
Ridly Greig,OTT,0,0,0,0,0,1,0,0.0,20232024
Jakob Chychrun,OTT,3,1,1,1,0,0,0,,20232024
Tim Stützle,OTT,0,0,8,0,3,3,1,50.0,20232024
Brent Burns,CAR,2,2,7,1,0,0,0,,20232024
Jonathan Marchessault,VGK,0,0,2,2,1,1,0,50.0,20232024
Jack Eichel,VGK,0,1,0,0,4,6,1,40.0,20232024
Ivan Barbashev,VGK,1,0,0,0,1,0,1,100.0,20232024
Chandler Stephenson,VGK,0,0,0,0,13,10,1,56.52173913043478,20232024
Paul Cotter,VGK,0,0,0,1,2,1,0,66.66666666666666,20232024
David Pastrnak,BOS,2,3,21,6,0,3,4,0.0,20232024
Trent Frederic,BOS,0,0,1,1,4,3,0,57.14285714285714,20232024
J.T. Miller,VAN,0,0,1,1,16,9,0,64.0,20232024
Elias Pettersson,VAN,0,0,2,1,3,2,0,60.0,20232024
Pius Suter,VAN,0,1,0,0,2,3,0,40.0,20232024
Quinn Hughes,VAN,1,1,1,2,0,0,1,,20232024
Andrei Kuzmenko,VAN,0,0,0,1,0,0,0,,20232024
Dakota Joshua,VAN,0,0,0,1,1,1,0,50.0,20232024
JJ Peterka,BUF,0,1,3,0,0,0,1,,20232024
Kyle Okposo,BUF,2,2,0,1,15,15,0,50.0,20232024
Valtteri Puustinen,PIT,1,0,1,0,0,0,0,,20232024
Hampus Lindholm,BOS,3,0,2,1,0,0,2,,20232024
James van Riemsdyk,BOS,5,0,3,0,4,5,4,44.44444444444444,20232024
Simon Nemec,NJD,1,0,0,0,0,0,0,,20232024
Tomas Hertl,SJS,2,0,0,0,19,13,0,59.375,20232024
Mikael Granlund,SJS,1,0,0,0,2,1,0,66.66666666666666,20232024
Zemgus Girgensons,BUF,0,0,0,0,2,1,1,66.66666666666666,20232024
Fabian Zetterlund,SJS,1,1,0,1,1,3,1,25.0,20232024
Aleksander Barkov,FLA,0,1,1,1,24,14,0,63.1578947368421,20232024
Sam Reinhart,FLA,1,1,1,0,9,12,1,42.857142857142854,20232024
Sam Bennett,FLA,0,0,0,3,3,5,0,37.5,20232024
Matthew Tkachuk,FLA,0,0,1,0,0,0,1,,20232024
Jakob Silfverberg,ANA,4,3,2,1,0,1,1,0.0,20232024
Anze Kopitar,LAK,0,2,0,0,21,17,0,55.26315789473685,20232024
Drew Doughty,LAK,2,1,0,4,0,0,0,,20232024
Phillip Danault,LAK,1,0,1,0,14,7,0,66.66666666666666,20232024
Kevin Fiala,LAK,0,1,3,0,0,0,1,,20232024
Adrian Kempe,LAK,0,0,1,3,0,1,0,0.0,20232024
Jordan Staal,CAR,3,1,0,2,39,18,0,68.42105263157895,20232024
Max Pacioretty,WSH,0,0,2,2,0,1,2,0.0,20232024
Tom Wilson,WSH,3,0,1,2,1,0,2,100.0,20232024
Connor McMichael,WSH,1,2,0,0,6,5,0,54.54545454545454,20232024
Leo Carlsson,ANA,2,2,2,2,9,12,1,42.857142857142854,20232024
Jackson LaCombe,ANA,1,1,0,0,0,0,0,,20232024
Zach Benson,BUF,3,0,2,0,0,0,2,,20232024
Philipp Kurashev,CHI,0,0,1,1,5,3,0,62.5,20232024
Rem Pitlick,CHI,1,0,0,1,1,0,0,100.0,20232024
Jason Dickinson,CHI,0,0,0,0,3,3,0,50.0,20232024
Seth Jones,CHI,0,0,2,0,0,0,0,,20232024
Ryan Johansen,COL,0,0,0,0,16,9,1,64.0,20232024
Nikita Kucherov,TBL,0,2,5,0,0,0,1,,20232024
Juraj Slafkovský,MTL,0,0,1,0,0,0,2,,20232024
Logan Couture,SJS,0,0,0,0,2,3,0,40.0,20232024
Joel Eriksson Ek,MIN,1,0,0,3,21,8,0,72.41379310344827,20232024
Troy Terry,ANA,1,1,4,0,0,1,2,0.0,20232024
Adam Lowry,WPG,0,0,0,0,7,2,0,77.77777777777779,20232024
Nikolaj Ehlers,WPG,0,0,2,0,0,1,0,0.0,20232024
Nino Niederreiter,WPG,0,0,0,0,5,2,0,71.42857142857143,20232024
Neal Pionk,WPG,0,1,1,2,0,0,0,,20232024
Isac Lundeström,ANA,0,0,0,0,5,11,0,31.25,20232024
Martin Necas,CAR,0,2,7,0,1,1,0,50.0,20232024
Jake DeBrusk,BOS,0,2,4,2,0,0,1,,20232024
Danton Heinen,BOS,0,1,1,1,0,0,0,,20232024
Teuvo Teravainen,CAR,0,2,2,0,11,12,1,47.82608695652174,20232024
Luke Hughes,NJD,0,1,5,1,0,0,0,,20232024
Erik Haula,NJD,0,0,0,0,3,3,1,50.0,20232024
Jesper Bratt,NJD,0,0,2,0,0,0,0,,20232024
Drake Batherson,OTT,1,0,2,0,1,2,1,33.33333333333333,20232024
Vladimir Tarasenko,OTT,0,0,1,0,0,0,0,,20232024
Jake Sanderson,OTT,1,0,3,0,0,0,0,,20232024
Shane Pinto,OTT,0,0,0,1,2,2,0,50.0,20232024
Josh Norris,OTT,0,0,1,0,2,2,0,50.0,20232024
Jamie Benn,DAL,0,0,0,0,12,9,0,57.14285714285714,20232024
Tyler Seguin,DAL,0,1,1,0,3,5,0,37.5,20232024
Joe Pavelski,DAL,0,1,1,1,6,3,0,66.66666666666666,20232024
Matt Duchene,DAL,0,0,1,1,3,2,0,60.0,20232024
Sean Couturier,PHI,1,0,0,0,15,10,0,60.0,20232024
Scott Laughton,PHI,0,0,1,1,2,5,0,28.57142857142857,20232024
Morgan Frost,PHI,0,1,3,0,16,12,0,57.14285714285714,20232024
Ryan Poehling,PHI,0,0,0,0,0,1,0,0.0,20232024
Oskar Steen,BOS,0,0,0,0,0,1,0,0.0,20232024
Nico Sturm,SJS,0,0,0,1,1,3,0,25.0,20232024
Shakir Mukhamadullin,SJS,0,0,1,0,0,0,0,,20232024
Luke Kunin,SJS,1,0,0,0,2,2,0,50.0,20232024
Filip Zadina,SJS,0,0,0,0,0,2,0,0.0,20232024
Clayton Keller,ARI,1,0,0,0,2,0,2,100.0,20232024
Matt Boldy,MIN,2,0,1,1,5,2,0,71.42857142857143,20232024
Brock Faber,MIN,1,0,2,0,0,0,0,,20232024
Ryan Hartman,MIN,2,0,3,0,8,4,0,66.66666666666666,20232024
Marco Rossi,MIN,0,0,0,0,3,2,0,60.0,20232024
Ryan Carpenter,SJS,0,0,0,0,1,0,0,100.0,20232024
Nazem Kadri,CGY,0,0,0,1,18,10,0,64.28571428571429,20232024
Yegor Sharangovich,CGY,0,0,2,0,2,1,0,66.66666666666666,20232024
Sam Lafferty,VAN,0,0,0,1,1,3,0,25.0,20232024
Elias Lindholm,VAN,0,0,1,0,3,2,0,60.0,20232024
Thatcher Demko,VAN,0,0,1,0,0,0,0,,20232024
Cale Makar,COL,1,1,1,0,0,0,0,,20232024
Ross Colton,COL,0,0,0,0,4,5,0,44.44444444444444,20232024
Connor McDavid,EDM,0,2,3,1,1,2,1,33.33333333333333,20232024
Kevin Hayes,STL,0,0,2,0,1,1,0,50.0,20232024
Timo Meier,NJD,2,0,0,0,0,1,0,0.0,20232024
Victor Hedman,TBL,1,1,2,0,0,0,0,,20232024
Alex Newhook,MTL,1,0,1,0,4,5,1,44.44444444444444,20232024
Max Jones,ANA,0,0,1,1,1,2,0,33.33333333333333,20232024
Roope Hintz,DAL,0,0,2,0,1,2,0,33.33333333333333,20232024
Jaccob Slavin,CAR,2,1,0,2,0,0,0,,20232024
Jaden Schwartz,SEA,1,1,2,1,17,4,0,80.95238095238095,20232024
Matty Beniers,SEA,0,0,1,1,8,13,0,38.095238095238095,20232024
Jordan Eberle,SEA,0,1,0,0,1,1,0,50.0,20232024
Carter Verhaeghe,FLA,0,0,0,0,0,1,0,0.0,20232024
Anton Lundell,FLA,0,0,0,0,6,6,0,50.0,20232024
Dylan Guenther,ARI,0,0,0,1,0,0,0,,20232024
Barrett Hayton,ARI,0,0,0,0,3,6,0,33.33333333333333,20232024
Logan Cooley,ARI,0,0,4,0,0,2,0,0.0,20232024
Nick Bjugstad,ARI,2,0,0,3,4,7,1,36.36363636363637,20232024
Kirill Kaprizov,MIN,1,1,1,0,0,0,0,,20232024
William Karlsson,VGK,2,0,0,0,19,10,0,65.51724137931035,20232024
Nicolas Roy,VGK,1,0,1,0,3,4,0,42.857142857142854,20232024
Alex Pietrangelo,VGK,1,1,0,1,0,0,0,,20232024
Mason Marchment,DAL,1,0,0,4,0,0,0,,20232024
Nick Foligno,CHI,1,0,1,0,7,12,0,36.84210526315789,20232024
Connor Bedard,CHI,0,2,1,0,3,3,0,50.0,20232024
Andrei Svechnikov,CAR,2,2,5,4,0,0,1,,20232024
Spencer Martin,CAR,0,0,1,0,0,0,0,,20232024
Tyler Johnson,CHI,0,1,0,0,1,10,1,9.090909090909092,20232024
Josh Anderson,MTL,0,1,0,2,0,1,1,0.0,20232024
Tanner Pearson,MTL,0,0,0,0,1,0,0,100.0,20232024
Boone Jenner,CBJ,2,0,2,1,20,15,1,57.14285714285714,20232024
Adam Boqvist,CBJ,0,0,1,0,0,0,0,,20232024
Evander Kane,EDM,0,1,0,0,0,0,0,,20232024
Ryan McLeod,EDM,0,0,0,0,6,1,0,85.71428571428571,20232024
Sam Gagner,EDM,0,0,0,0,0,1,0,0.0,20232024
Brandon Montour,FLA,1,0,2,3,0,0,2,,20232024
Kevin Shattenkirk,BOS,2,2,0,0,0,0,1,,20232024
Mikael Backlund,CGY,0,0,0,0,4,5,0,44.44444444444444,20232024
Henri Jokiharju,BUF,1,0,0,0,0,0,0,,20232024
Johnny Gaudreau,CBJ,1,0,2,0,0,0,0,,20232024
Cole Sillinger,CBJ,0,0,0,1,2,4,0,33.33333333333333,20232024
Zach Werenski,CBJ,3,0,0,0,0,0,1,,20232024
Wyatt Johnston,DAL,0,0,1,0,3,2,0,60.0,20232024
Miro Heiskanen,DAL,1,1,1,0,0,0,0,,20232024
Roman Josi,NSH,0,0,2,0,0,0,0,,20232024
Cody Glass,NSH,1,0,0,0,2,3,1,40.0,20232024
Luke Evangelista,NSH,0,0,3,0,0,0,0,,20232024
Mark Jankowski,NSH,0,0,1,0,1,1,0,50.0,20232024
Brett Leason,ANA,2,0,0,1,1,4,1,20.0,20232024
Eeli Tolvanen,SEA,1,0,0,2,0,0,0,,20232024
Yanni Gourde,SEA,0,0,0,0,3,3,0,50.0,20232024
Frederick Gaudreau,MIN,0,0,0,0,3,1,0,75.0,20232024
Michael Amadio,VGK,0,0,1,0,0,0,0,,20232024
Shea Theodore,VGK,2,0,0,0,0,0,0,,20232024
Jesper Boqvist,BOS,0,0,0,0,1,1,0,50.0,20232024
William Eklund,SJS,1,0,2,0,4,4,0,50.0,20232024
Anthony Duclair,SJS,0,1,1,0,0,0,1,,20232024
Kevin Labanc,SJS,0,0,1,0,0,0,0,,20232024
Sean Monahan,WPG,0,0,0,0,8,2,0,80.0,20232024
Kyle Connor,WPG,0,0,3,0,0,0,0,,20232024
Bo Horvat,NYI,1,0,1,1,25,20,1,55.55555555555556,20232024
Casey Cizikas,NYI,0,0,0,0,1,0,1,100.0,20232024
Jean-Gabriel Pageau,NYI,0,0,0,0,11,8,0,57.89473684210527,20232024
Anders Lee,NYI,2,0,1,2,0,0,2,,20232024
Pierre Engvall,NYI,1,0,0,1,1,0,1,100.0,20232024
Mason Morelli,VGK,0,0,0,1,0,0,0,,20232024
Cole Perfetti,WPG,0,1,0,0,1,1,0,50.0,20232024
Jordan Greenway,BUF,1,1,2,2,0,1,5,0.0,20232024
Timothy Liljegren,TOR,1,0,0,1,0,0,0,,20232024
Ryan Nugent-Hopkins,EDM,1,0,0,0,0,0,0,,20232024
Rourke Chartier,OTT,0,0,0,0,1,1,0,50.0,20232024
Pavol Regenda,ANA,0,1,0,0,0,0,0,,20232024
Bobby McMann,TOR,0,1,0,0,0,0,1,,20232024
Morgan Rielly,TOR,1,0,0,0,0,0,0,,20232024
Juuse Saros,NSH,0,0,1,0,0,0,0,,20232024
Bowen Byram,BUF,0,1,2,3,0,0,0,,20232024
Logan Stankoven,DAL,0,0,1,0,1,0,0,100.0,20232024
Evgeny Kuznetsov,CAR,0,0,2,0,10,6,0,62.5,20232024
Dawson Mercer,NJD,1,0,1,0,2,2,0,50.0,20232024
Tomas Nosek,NJD,0,0,0,0,0,1,0,0.0,20232024
Justin Brazeau,BOS,0,0,0,0,0,1,0,0.0,20232024
MacKenzie Weegar,CGY,0,0,1,1,0,0,0,,20232024
Andrei Kuzmenko,CGY,1,0,0,0,0,0,0,,20232024
Kevin Rooney,CGY,0,0,0,0,0,1,0,0.0,20232024
Kyle Palmieri,NYI,1,0,1,2,0,0,0,,20232024
Oskar Sundqvist,STL,1,0,0,0,1,3,0,25.0,20232024
Shayne Gostisbehere,DET,2,1,1,0,0,0,0,,20232024
Moritz Seider,DET,1,0,0,2,0,0,0,,20232024
Jake Guentzel,CAR,0,1,0,1,0,0,0,,20232024
Mika Zibanejad,NYR,0,1,1,1,5,4,0,55.55555555555556,20232024
Artemi Panarin,NYR,0,0,1,0,0,0,0,,20232024
Kevin Korchinski,CHI,1,1,1,0,0,0,0,,20232024
Andreas Athanasiou,CHI,0,2,0,0,1,0,0,100.0,20232024
Ryan Donato,CHI,0,0,0,0,2,1,0,66.66666666666666,20232024
Simon Holmstrom,NYI,0,0,0,1,0,0,0,,20232024
Sebastian Aho,NYI,1,0,1,1,0,0,0,,20232024
Noah Dobson,NYI,1,2,0,0,0,0,0,,20232024
Kevin Stenlund,FLA,0,0,0,0,0,2,0,0.0,20232024
Victor Olofsson,BUF,1,1,3,0,0,0,0,,20232024
Cam York,PHI,0,3,0,1,0,0,0,,20232024
Owen Tippett,PHI,0,2,1,2,0,0,0,,20232024
Travis Konecny,PHI,0,1,1,1,1,2,0,33.33333333333333,20232024
Matthew Knies,TOR,0,0,0,1,0,0,0,,20232024
Pavel Buchnevich,STL,1,0,0,0,0,1,0,0.0,20232024
Torey Krug,STL,0,0,0,1,0,0,0,,20232024
Jake Neighbours,STL,1,0,0,0,0,0,0,,20232024
Ryker Evans,SEA,0,0,0,2,0,0,0,,20232024
Kailer Yamamoto,SEA,0,0,0,0,1,0,0,100.0,20232024
Brock Nelson,NYI,0,1,0,1,0,0,0,,20232024
Mats Zuccarello,MIN,2,0,0,0,0,0,0,,20232024
Declan Chisholm,MIN,1,0,0,0,0,0,0,,20232024
Marat Khusnutdinov,MIN,0,0,0,0,1,2,0,33.33333333333333,20232024
Teddy Blueger,VAN,0,0,0,0,1,1,0,50.0,20232024
Alexander Wennberg,NYR,0,0,0,0,1,1,0,50.0,20232024
Alexis Lafrenière,NYR,0,0,2,0,0,0,0,,20232024
Troy Stecher,EDM,1,0,0,0,0,0,0,,20232024
Adam Henrique,EDM,0,0,0,0,1,1,0,50.0,20232024
Olen Zellweger,ANA,1,0,1,0,0,0,0,,20232024
Ben Meyers,ANA,0,0,0,0,1,0,0,100.0,20232024
Alex Ovechkin,WSH,0,1,0,0,0,0,1,,20232024
Sonny Milano,WSH,0,0,1,0,0,0,1,,20232024
John Carlson,WSH,1,2,1,1,0,0,0,,20232024
Joel Farabee,PHI,1,0,0,0,3,0,0,100.0,20232024
Darren Raddysh,TBL,0,0,0,1,0,0,1,,20232024
Jonathan Huberdeau,CGY,0,0,1,0,1,0,0,100.0,20232024
Connor Zary,CGY,0,0,0,0,0,1,0,0.0,20232024
Sergei Bobrovsky,FLA,0,0,1,0,0,0,0,,20232024
Jared McCann,SEA,1,0,0,0,0,2,1,0.0,20232024
Oliver Bjorkstrand,SEA,0,1,1,0,0,0,1,,20232024
Mattias Ekholm,EDM,0,1,0,1,0,0,0,,20232024
Conor Timmins,TOR,2,0,0,0,0,0,0,,20232024
Pontus Holmberg,TOR,0,0,0,0,1,1,0,50.0,20232024
Ryan Reaves,TOR,0,0,0,1,0,0,0,,20232024
Brendan Gallagher,MTL,0,0,0,0,1,1,1,50.0,20232024
Conor Garland,VAN,0,0,1,0,0,0,0,,20232024
Filip Hronek,VAN,0,0,0,1,0,0,0,,20232024
Nils Hoglander,VAN,0,0,0,1,0,0,0,,20232024
Jason Zucker,NSH,0,0,0,1,0,0,0,,20232024
Bobby Brink,PHI,0,0,1,0,0,0,0,,20232024
Cam Atkinson,PHI,1,0,0,2,1,0,1,100.0,20232024
Noah Cates,PHI,0,0,0,0,4,2,0,66.66666666666666,20232024
Jordan Martinook,CAR,0,0,0,0,1,2,0,33.33333333333333,20232024
Shane Wright,SEA,0,0,1,0,0,3,0,0.0,20232024
Alex Nylander,CBJ,0,0,1,0,0,0,0,,20232024
T.J. Oshie,WSH,1,0,0,1,0,0,0,,20232024
Rasmus Andersson,CGY,2,1,0,1,0,0,1,,20232024
Vladimir Tarasenko,FLA,1,0,0,0,0,0,0,,20232024
Tristan Jarry,PIT,0,0,1,0,0,0,0,,20232024
Patrick Maroon,BOS,1,0,0,1,0,0,0,,20232024
Pierre-Luc Dubois,LAK,0,0,0,1,4,0,0,100.0,20232024
Vladislav Gavrikov,LAK,0,0,0,1,0,0,0,,20232024
Viktor Arvidsson,LAK,0,0,1,0,0,0,0,,20232024
Frank Nazar,CHI,0,0,0,0,0,2,0,0.0,20232024
Jiri Smejkal,OTT,0,0,0,0,1,0,0,100.0,20232024
Justin Danforth,CBJ,0,0,0,0,0,3,0,0.0,20232024
Kirill Marchenko,CBJ,0,0,2,0,0,0,0,,20232024
Tomas Hertl,VGK,0,0,0,0,3,0,0,100.0,20232024
Brett Howden,VGK,0,0,0,0,0,1,0,0.0,20232024
Dominik Kubalik,OTT,0,0,1,0,0,1,0,0.0,20232024
Dmitry Orlov,CAR,0,0,0,3,0,0,0,,20232024
Taylor Raddysh,CHI,0,1,0,0,0,0,0,,20232024
Filip Chytil,NYR,0,0,1,0,1,0,1,100.0,20232024
Erik Gustafsson,NYR,1,0,0,0,0,0,0,,20232024
Blake Wheeler,NYR,0,0,0,0,3,3,0,50.0,20232024
Philip Tomasino,NSH,0,0,1,0,0,3,0,0.0,20232024
Yakov Trenin,NSH,0,0,0,0,0,1,0,0.0,20232024
Alexandre Carrier,NSH,0,0,0,1,0,0,0,,20232024
Mathew Barzal,NYI,0,1,1,0,0,0,1,,20232024
Mark Stone,VGK,0,0,1,2,0,0,1,,20232024
Quinton Byfield,LAK,0,0,0,0,0,1,0,0.0,20232024
Tony DeAngelo,CAR,1,3,3,0,0,0,1,,20232024
Mikhail Sergachev,TBL,2,0,0,0,0,0,0,,20232024
Luke Glendening,TBL,0,0,0,0,0,1,0,0.0,20232024
Jacob Peterson,SJS,0,0,0,0,0,1,0,0.0,20232024
Henry Thrun,SJS,1,0,0,0,0,0,0,,20232024
Kyle Burroughs,SJS,1,0,0,0,0,0,0,,20232024
Elias Lindholm,CGY,2,0,0,0,6,5,0,54.54545454545454,20232024
Radek Faksa,DAL,0,0,0,0,1,0,0,100.0,20232024
John Gibson,ANA,0,0,1,0,0,0,0,,20232024
Andre Burakovsky,SEA,0,0,0,0,0,1,0,0.0,20232024
Thomas Bordeleau,SJS,0,0,0,0,1,0,0,100.0,20232024
Matias Maccelli,ARI,0,1,1,0,0,0,0,,20232024
Trevor Moore,LAK,0,0,0,0,0,1,0,0.0,20232024
Trevor Lewis,LAK,0,0,0,0,1,0,0,100.0,20232024
Arber Xhekaj,MTL,0,0,0,1,0,0,0,,20232024
Jack Roslovic,CBJ,0,0,0,0,2,2,0,50.0,20232024
Adam Fantilli,CBJ,1,0,0,0,4,0,0,100.0,20232024
Mathieu Joseph,OTT,1,0,0,0,1,0,0,100.0,20232024
Erik Brannstrom,OTT,0,0,0,0,0,0,1,,20232024
Alex Barré-Boulet,TBL,0,0,1,0,0,0,1,,20232024
Matthew Poitras,BOS,1,0,0,0,3,3,0,50.0,20232024
Tyler Toffoli,NJD,2,0,0,0,0,0,1,,20232024
Curtis Lazar,NJD,0,0,0,0,1,0,0,100.0,20232024
Devon Toews,COL,2,0,2,0,0,0,0,,20232024
Tomas Tatar,COL,0,0,1,0,0,2,0,0.0,20232024
Gustav Forsling,FLA,0,1,1,0,0,0,0,,20232024
Travis Sanheim,PHI,0,0,2,0,0,0,1,,20232024
Sean Durzi,ARI,0,1,0,0,0,0,2,,20232024
Will Cuylle,NYR,0,0,0,0,0,1,0,0.0,20232024
Lucas Raymond,DET,0,0,0,1,0,0,0,,20232024
John Beecher,BOS,0,0,0,0,1,1,0,50.0,20232024
