player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Max Domi,CHI,0,0,1,0,4,4,0,50.0,20222023
Filip Roos,CHI,0,1,0,0,0,0,0,,20222023
Jujhar Khaira,CHI,0,0,1,0,2,0,0,100.0,20222023
Patrick Kane,CHI,0,1,0,0,0,0,0,,20222023
Andreas Athanasiou,CHI,0,0,3,0,0,0,0,,20222023
Evan Rodrigues,COL,0,0,1,0,0,3,0,0.0,20222023
Artturi Lehkonen,COL,0,0,1,1,0,0,1,,20222023
Tony DeAngelo,PHI,0,1,1,0,0,0,0,,20222023
Brenden Dillon,WPG,0,0,0,0,0,0,2,,20222023
Pierre Engvall,TOR,0,0,1,0,2,1,0,66.66666666666666,20222023
Colin Blackwell,CHI,0,0,0,1,0,0,0,,20222023
Alexey Toropchenko,STL,0,0,0,0,0,0,1,,20222023
Sam Carrick,ANA,0,0,1,2,4,2,7,66.66666666666666,20222023
Ian Cole,TBL,0,0,0,1,0,0,0,,20222023
Patrick Maroon,TBL,0,0,1,0,0,0,0,,20222023
Adam Lowry,WPG,0,0,0,0,3,4,0,42.857142857142854,20222023
Christian Dvorak,MTL,0,0,0,0,3,4,0,42.857142857142854,20222023
Nick Schmaltz,ARI,0,0,1,0,2,7,0,22.22222222222222,20222023
Torey Krug,STL,1,0,0,0,0,0,0,,20222023
Vinnie Hinostroza,BUF,0,0,0,0,0,0,1,,20222023
Kaapo Kakko,NYR,0,2,0,0,0,0,0,,20222023
Drake Batherson,OTT,0,0,2,3,0,1,0,0.0,20222023
Brett Leason,ANA,0,0,0,1,0,0,0,,20222023
Andrew Mangiapane,CGY,0,1,0,0,0,1,1,0.0,20222023
Vince Dunn,SEA,1,1,1,0,0,0,2,,20222023
Brandon Hagel,TBL,0,0,0,2,0,0,0,,20222023
Ryan Johansen,NSH,0,0,0,1,7,8,0,46.666666666666664,20222023
Yakov Trenin,NSH,0,0,0,0,1,0,0,100.0,20222023
Filip Forsberg,NSH,0,0,1,0,0,0,0,,20222023
Tyler Bertuzzi,DET,0,0,1,0,0,0,0,,20222023
Jean-Luc Foudy,COL,0,0,0,1,0,0,0,,20222023
Jordan Binnington,STL,0,0,0,1,0,0,0,,20222023
Roope Hintz,DAL,0,0,1,0,3,2,0,60.0,20222023
Radek Faksa,DAL,1,0,0,0,1,0,0,100.0,20222023
John Gibson,ANA,0,0,1,0,0,0,3,,20222023
Logan O'Connor,COL,0,0,0,1,0,0,0,,20222023
Drew Doughty,LAK,0,0,1,1,0,0,1,,20222023
Sam Gagner,WPG,0,0,0,0,1,1,0,50.0,20222023
Josh Morrissey,WPG,2,0,1,2,0,0,0,,20222023
Phil Kessel,VGK,0,1,1,0,0,0,0,,20222023
Daniil Miromanov,VGK,0,0,1,0,0,0,0,,20222023
Erik Gudbranson,CBJ,0,0,1,1,0,0,0,,20222023
Patrik Laine,CBJ,0,0,3,0,0,0,1,,20222023
Samuel Girard,COL,0,1,1,0,0,0,0,,20222023
Dryden Hunt,COL,0,0,0,0,0,0,1,,20222023
Craig Anderson,BUF,0,0,1,0,0,0,0,,20222023
Matt Benning,SJS,0,0,0,1,0,0,0,,20222023
Anders Lee,NYI,1,1,2,0,0,0,1,,20222023
Maxime Lajoie,CAR,0,0,0,1,0,0,0,,20222023
Cal Clutterbuck,NYI,0,0,0,0,1,0,0,100.0,20222023
Paul Cotter,VGK,0,0,0,1,0,0,0,,20222023
Jonathan Marchessault,VGK,0,0,0,1,0,0,0,,20222023
Ben Hutton,VGK,1,2,0,0,0,0,0,,20222023
Gabriel Vilardi,LAK,1,0,0,0,1,1,1,50.0,20222023
Kevin Fiala,LAK,1,0,1,1,0,0,0,,20222023
Casey Cizikas,NYI,0,0,0,0,3,1,0,75.0,20222023
Josh Anderson,MTL,0,0,2,1,0,0,1,,20222023
Arthur Kaliyev,LAK,0,0,1,0,0,0,0,,20222023
Yanni Gourde,SEA,0,1,0,0,1,3,0,25.0,20222023
Johnny Gaudreau,CBJ,0,0,2,0,0,0,1,,20222023
Sean Kuraly,CBJ,0,0,0,0,2,0,0,100.0,20222023
Kailer Yamamoto,EDM,0,0,0,0,1,0,0,100.0,20222023
Evan Bouchard,EDM,0,1,1,0,0,0,0,,20222023
Ryan Nugent-Hopkins,EDM,0,0,0,0,2,3,0,40.0,20222023
Dylan Holloway,EDM,0,0,0,0,1,0,0,100.0,20222023
Joel Kiviranta,DAL,0,0,0,0,0,0,1,,20222023
Nick Bjugstad,ARI,0,0,0,1,3,2,0,60.0,20222023
Jakob Chychrun,ARI,1,0,1,0,0,0,1,,20222023
Juuso Välimäki,ARI,1,0,1,0,0,0,0,,20222023
Mark Stone,VGK,0,0,1,0,0,0,0,,20222023
Fabian Zetterlund,NJD,0,0,0,0,0,1,0,0.0,20222023
Mikey Anderson,LAK,0,0,0,0,0,0,1,,20222023
Blake Lizotte,LAK,0,0,0,0,1,0,0,100.0,20222023
Marcus Foligno,MIN,0,1,0,0,0,0,1,,20222023
Sam Steel,MIN,0,0,1,0,5,2,0,71.42857142857143,20222023
David Gustafsson,WPG,0,0,0,0,1,0,0,100.0,20222023
Kevin Stenlund,WPG,0,0,0,0,1,0,0,100.0,20222023
Kyle Connor,WPG,0,1,1,1,0,0,0,,20222023
Riley Stillman,BUF,0,0,0,0,0,0,1,,20222023
Zach Bogosian,TBL,1,0,0,0,0,0,0,,20222023
Blake Coleman,CGY,0,0,0,0,1,0,0,100.0,20222023
Philipp Kurashev,CHI,1,0,0,0,0,3,0,0.0,20222023
Michael Amadio,VGK,0,0,1,0,0,0,0,,20222023
Jake Leschyshyn,VGK,0,0,0,0,0,1,0,0.0,20222023
Michael Rasmussen,DET,0,0,0,0,2,2,0,50.0,20222023
Joe Veleno,DET,0,0,0,0,0,2,0,0.0,20222023
Eetu Luostarinen,FLA,0,0,0,1,1,1,0,50.0,20222023
