player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Yegor Sharangovich,NJD,0,0,2,0,0,1,0,0.0,20222023
Mackenzie Blackwood,NJD,0,0,1,0,0,0,0,,20222023
Marcus Pettersson,PIT,1,0,0,0,0,0,0,,20222023
Dmitry Orlov,WSH,1,0,0,0,0,0,0,,20222023
Pyotr Kochetkov,CAR,0,0,1,0,0,0,0,,20222023
Jason Robertson,DAL,1,0,0,0,0,0,0,,20222023
Miro Heiskanen,DAL,3,0,1,0,0,0,0,,20222023
Roman Josi,NSH,0,2,0,1,0,0,0,,20222023
Juuso Parssinen,NSH,0,0,1,0,0,1,0,0.0,20222023
Max Pacioretty,CAR,0,0,1,0,0,0,1,,20222023
Brendan Lemieux,LAK,0,0,0,0,0,0,1,,20222023
Cole Sillinger,CBJ,0,0,0,0,2,2,0,50.0,20222023
Jaycob Megna,SJS,0,1,0,0,0,0,0,,20222023
Eeli Tolvanen,SEA,2,0,0,0,0,0,0,,20222023
Andre Burakovsky,SEA,0,1,0,0,0,0,0,,20222023
Teddy Blueger,PIT,0,0,0,0,1,0,0,100.0,20222023
Nino Niederreiter,NSH,1,0,0,0,0,0,0,,20222023
Quinn Hughes,VAN,1,0,0,0,0,0,0,,20222023
James van Riemsdyk,PHI,0,1,0,0,0,0,0,,20222023
Patrick Brown,PHI,0,0,0,0,0,1,0,0.0,20222023
Josh Bailey,NYI,0,0,0,0,0,1,0,0.0,20222023
Jared Spurgeon,MIN,2,0,0,0,0,0,0,,20222023
Jonas Brodin,MIN,2,0,0,0,0,0,0,,20222023
Kirill Kaprizov,MIN,0,0,0,1,0,0,1,,20222023
Ryan Pulock,NYI,1,0,0,0,0,0,0,,20222023
Sebastian Aho,NYI,0,0,1,0,0,0,0,,20222023
Noah Dobson,NYI,0,1,0,0,0,0,0,,20222023
Michael Eyssimont,SJS,0,0,0,0,0,0,1,,20222023
Michael Pezzetta,MTL,0,0,0,0,0,0,1,,20222023
Noel Acciari,STL,0,0,0,0,0,1,0,0.0,20222023
Derek Forbort,BOS,0,0,0,0,0,0,1,,20222023
Kevin Labanc,SJS,0,0,1,0,0,0,0,,20222023
Clayton Keller,ARI,0,0,0,0,1,0,0,100.0,20222023
Dylan Guenther,ARI,0,0,2,0,0,0,0,,20222023
Marc McLaughlin,BOS,0,0,0,0,1,0,0,100.0,20222023
Pontus Holmberg,TOR,0,0,1,0,0,0,0,,20222023
Nils Lundkvist,DAL,0,0,1,0,0,0,0,,20222023
Sam Lafferty,CHI,0,0,0,0,1,1,0,50.0,20222023
Tyler Johnson,CHI,0,0,0,0,1,1,0,50.0,20222023
Mark Friedman,PIT,0,0,0,0,0,0,1,,20222023
Michael Stone,CGY,0,0,0,0,0,0,1,,20222023
MacKenzie Weegar,CGY,0,0,1,0,0,0,1,,20222023
Trevor van Riemsdyk,WSH,1,1,0,0,0,0,0,,20222023
Ryan Suter,DAL,1,0,0,0,0,0,0,,20222023
Alex Belzile,MTL,0,0,0,0,0,2,0,0.0,20222023
Jordan Martinook,CAR,0,0,0,0,0,0,1,,20222023
Nikita Alexandrov,STL,0,0,0,0,0,1,0,0.0,20222023
Ryan O'Reilly,TOR,0,0,0,0,1,0,0,100.0,20222023
Colton White,ANA,1,0,0,0,0,0,0,,20222023
Pierre-Edouard Bellemare,TBL,0,0,0,0,1,0,0,100.0,20222023
Justin Schultz,SEA,1,0,0,0,0,0,0,,20222023
Oliver Bjorkstrand,SEA,0,0,0,0,0,0,1,,20222023
Radko Gudas,FLA,0,0,1,0,0,0,0,,20222023
Ridly Greig,OTT,0,0,0,2,0,0,0,,20222023
Martin Fehérváry,WSH,0,0,0,0,0,0,1,,20222023
Cole Guttman,CHI,0,0,0,0,1,0,0,100.0,20222023
Brett Seney,CHI,0,0,0,0,1,0,0,100.0,20222023
Dennis Gilbert,CGY,0,0,0,0,0,0,1,,20222023
Shea Theodore,VGK,1,0,0,0,0,0,0,,20222023
Anthony Mantha,WSH,0,0,0,0,1,0,0,100.0,20222023
Tom Wilson,WSH,0,0,0,0,0,0,1,,20222023
Karel Vejmelka,ARI,0,0,1,0,0,0,0,,20222023
Kaiden Guhle,MTL,1,0,0,0,0,0,0,,20222023
Jimmy Vesey,NYR,0,0,0,0,0,0,1,,20222023
Jacob Trouba,NYR,0,0,0,1,0,0,0,,20222023
Jayson Megna,ANA,0,0,0,0,0,1,0,0.0,20222023
Max Domi,DAL,0,0,0,0,0,1,0,0.0,20222023
Travis Sanheim,PHI,1,0,1,0,0,0,0,,20222023
Ivan Provorov,PHI,0,1,0,0,0,0,0,,20222023
Alex Chiasson,DET,0,0,0,1,0,0,0,,20222023
Filip Zadina,DET,0,0,1,0,0,0,0,,20222023
Jack Eichel,VGK,0,0,0,0,1,1,0,50.0,20222023
Jesse Puljujarvi,CAR,0,0,1,0,0,0,0,,20222023
Jordan Oesterle,DET,0,0,0,0,0,0,1,,20222023
Austin Czarnik,DET,0,0,0,0,0,0,1,,20222023
Ryan Graves,NJD,0,0,0,0,0,0,1,,20222023
Blake Wheeler,WPG,0,0,0,1,0,1,0,0.0,20222023
Dylan Samberg,WPG,0,0,0,0,0,0,1,,20222023
Alex Stalock,CHI,0,0,1,0,0,0,0,,20222023
Jason Dickinson,CHI,0,0,0,0,0,2,0,0.0,20222023
Nino Niederreiter,WPG,0,0,0,1,0,0,0,,20222023
Kirill Marchenko,CBJ,0,0,1,0,0,0,0,,20222023
Mason Shaw,MIN,0,0,0,0,0,0,1,,20222023
Vitali Kravtsov,VAN,0,0,0,0,0,0,1,,20222023
